,carat,cut,color,clarity,depth,table,x,price
4976,0.41,Very Good,D,VS2,59.2,58,4.83,995
4977,1.01,Premium,F,VS2,61.7,58,6.48,6533
4978,1.09,Ideal,H,SI1,62.1,55,6.6,5376
4979,0.33,Ideal,D,VS2,62.1,54,4.46,1002
4980,0.9,Premium,D,SI2,63,58,6.16,3473
4981,0.7,Premium,E,SI1,60.5,58,5.74,2753
4982,1.03,Ideal,E,SI2,62,55,6.46,4095
4983,0.71,Ideal,E,SI1,61.3,55,5.77,2817
4984,0.52,Ideal,H,VVS1,62.4,55,5.11,1695
4985,1.59,Ideal,G,VVS2,62.6,55,7.47,15823
4986,1.2,Ideal,G,VVS2,61.1,56,6.88,10454
4987,0.5,Very Good,E,VS2,63,58,5.07,1386
4988,1,Ideal,F,SI1,62,55,6.39,5239
4989,0.7,Very Good,D,VS1,60.3,58,5.76,4095
4990,1.18,Good,D,SI2,59.7,61,6.83,5871
4991,1.25,Premium,H,VS1,59.3,57,7.11,7560
4992,2.12,Very Good,J,SI2,62.3,61,8.16,12030
4993,0.43,Premium,D,SI2,61.1,58,4.9,919
4994,0.34,Very Good,E,SI2,62.5,59,4.43,477
4995,0.28,Ideal,E,VVS2,62.4,56,4.2,828
4996,1.2,Premium,I,SI2,60,58,6.91,4989
4997,0.41,Ideal,G,IF,61.5,57,4.78,1269
4998,0.26,Ideal,F,VVS1,60.3,56,4.15,733
4999,1.55,Premium,H,VS2,61.3,61,7.46,11708
5000,0.61,Premium,E,VS2,61.2,62,5.48,1704
5001,0.36,Very Good,E,VS2,62.1,59,4.55,789
5002,0.35,Ideal,H,SI1,62.3,57,4.55,630
5003,1.2,Premium,I,SI1,,56,6.82,4872
5004,1.51,Very Good,E,VS2,63.2,56,7.28,13757
5005,1.02,Very Good,J,SI1,61.4,58,6.47,4137
5006,0.73,Ideal,H,VS2,62.5,58,5.71,2752
5007,2.01,Very Good,H,SI1,60.6,62,8.05,16582
5008,0.74,Fair,E,SI1,66,56,5.6,2069
5009,1.04,Good,E,SI1,63.8,58,6.46,5766
5010,0.8,Ideal,E,VS2,62.2,57,5.98,3584
5011,0.41,Ideal,E,VS1,62.7,57,4.76,1153
5012,0.31,Ideal,G,VVS1,61.5,55,4.39,789
5013,0.92,Ideal,F,SI1,62.8,56,6.14,4232
5014,0.73,Premium,E,SI1,62.7,58,5.76,2703
5015,0.31,Very Good,G,VVS1,,59,4.4,642
5016,1.01,Premium,H,SI2,60.7,58,6.52,3790
5017,0.52,Premium,E,VS1,61.6,58,5.18,1793
5018,1,Ideal,G,VS1,62.2,56,6.35,6349
5019,1.2,Ideal,H,I1,58.6,57,7.01,3763
5020,0.55,Ideal,G,VS1,61.3,57,5.28,1792
5021,0.52,Ideal,E,SI2,61.8,57,5.14,1146
5022,0.38,Ideal,G,VVS1,61.6,57,4.65,1067
5023,0.56,Ideal,H,VVS1,60.8,57,5.3,1929
5024,0.41,Premium,F,VS1,62.7,58,4.77,1076
5025,0.41,Very Good,D,SI1,63.1,59,4.71,1015
5026,0.36,Ideal,F,VS1,60.7,59,4.59,775
5027,0.33,Good,D,VS2,61.8,61,4.4,652
5028,0.51,Premium,D,VS2,62,60,5.12,1807
5029,1.11,Premium,H,SI1,62.8,61,6.63,5315
5030,0.32,Premium,D,SI1,61.4,58,4.42,756
5031,1.1,Good,E,SI2,63.3,56,6.53,4065
5032,0.5,Premium,E,VS1,62.4,59,5.06,1675
5033,0.27,Ideal,F,VS2,61.8,53,4.18,583
5034,0.8,Ideal,F,VVS2,61.6,57,5.97,4140
5035,0.32,Ideal,F,IF,60.9,57,4.42,943
5036,0.3,Good,H,VVS2,63.7,55,4.27,776
5037,1.03,Ideal,E,SI2,61.7,55,6.52,5491
5038,0.41,Ideal,E,VVS1,61.4,57,4.77,1221
5039,0.5,Ideal,F,VS1,62.1,55,5.08,1731
5040,0.66,Ideal,F,VVS2,61.2,57,5.63,2732
5041,0.37,Premium,F,VS2,62.7,58,4.55,746
5042,0.7,Ideal,D,VS1,62.8,53.4,5.64,3618
5043,0.3,Ideal,H,VVS2,62.1,56,4.32,776
5044,0.42,Ideal,E,VVS1,59.7,56,4.91,1369
5045,1.03,Very Good,D,SI2,63.7,56,6.32,4580
5046,2.31,Premium,I,SI2,62.9,58,8.43,17218
5047,0.71,Good,G,SI2,63.8,56,5.65,1960
5048,0.5,Ideal,F,SI2,61.3,58,5.1,1020
5049,0.4,Very Good,D,VS2,62.3,60,4.66,850
5050,0.33,Very Good,F,VS2,62.4,57,4.39,666
5051,0.95,Premium,G,SI1,62.6,58,6.26,4150
5052,1.16,Premium,G,SI2,62.6,58,6.72,4969
5053,1.7,Ideal,F,VS2,62.3,56,7.65,18055
5054,0.55,Premium,E,SI1,60.8,58,5.32,1698
5055,0.38,Good,H,SI2,,57,4.58,547
5056,0.91,Ideal,E,SI2,62.6,57,6.13,3772
5057,1,Premium,E,VS2,61.5,58,6.42,6720
5058,0.41,Ideal,E,VS1,60.8,56,4.84,1154
5059,0.54,Premium,F,SI1,60.4,58,5.29,1555
5060,0.52,Premium,F,SI1,61.5,60,5.15,1191
5061,0.3,Fair,G,VVS2,64.4,58,4.21,819
5062,0.32,Premium,G,VS2,60.2,57,4.45,720
5063,0.51,Ideal,J,VS1,61.6,54,5.14,988
5064,0.76,Premium,F,IF,60.6,60,5.89,4150
5065,0.75,Premium,D,SI1,59.2,58,5.96,3024
5066,1.27,Premium,J,VS2,62.8,58,6.96,4011
5067,0.3,Very Good,D,VS2,62.8,59,4.26,710
5068,0.79,Fair,G,SI1,65.3,76,5.52,2362
5069,0.48,Ideal,G,VS1,61.9,55,5.02,1615
5070,1.2,Very Good,H,SI2,61.5,58,6.78,5884
5071,0.33,Ideal,G,VS2,62.8,54,4.42,743
5072,0.31,Premium,H,VS1,61.1,59,4.35,544
5073,0.36,Very Good,E,VS2,62.9,56,4.52,631
5074,1.42,Ideal,I,VS2,62.9,57,7.21,6069
5075,0.35,Ideal,E,VVS1,62,56,4.51,1044
5076,0.4,Very Good,I,VS1,63.5,55,4.71,882
5077,1.53,Premium,I,SI1,61.5,59,7.39,8911
5078,1.24,Premium,F,SI2,61.4,58,6.94,5889
5079,1.66,Very Good,F,VS2,61.4,58,7.63,16294
5080,0.9,Premium,G,SI1,60.1,59,6.25,3326
5081,0.45,Ideal,I,VS2,61.7,59,4.96,1013
5082,0.51,Premium,F,SI2,61.1,59,5.15,1227
5083,1,Very Good,D,SI1,59.3,61,6.45,5987
5084,0.78,Very Good,D,VS2,62.2,56,5.85,3668
5085,0.78,Ideal,D,VS2,61.9,56,5.88,3763
5086,1.5,Very Good,F,IF,63.2,58,7.2,18552
5087,2.02,Very Good,J,SI1,59.8,59.9,8.16,12598
5088,1.51,Premium,D,SI1,61.1,60,7.37,12261
5089,0.31,Very Good,G,VS2,62.9,56,4.28,544
5090,0.32,Ideal,D,SI2,61.8,55,4.38,477
5091,1.02,Premium,I,SI1,61.7,58,6.48,4113
5092,1.12,Very Good,H,SI1,63.1,56,6.62,4576
5093,0.3,Premium,I,VVS2,61.7,58,4.28,526
5094,0.3,Very Good,H,SI1,63.4,57,4.31,540
5095,1.16,Ideal,F,VS2,61.3,57,6.76,9432
5096,0.35,Ideal,D,SI1,61.6,55,4.56,827
5097,0.53,Premium,G,VS2,59.9,60,5.28,1435
5098,0.83,Premium,H,SI1,62.5,59,6.02,2825
5099,1.05,Very Good,H,VS1,63.4,57,6.48,4969
5100,0.69,Very Good,F,SI1,62.6,59.6,5.59,1951
5101,0.59,Very Good,D,VS2,63.2,57,5.28,1948
5102,0.62,Good,D,VS2,58.9,64,5.62,2288
5103,1,Very Good,F,VS1,61.6,56,6.41,7504
5104,0.7,Premium,F,SI1,61,59,5.75,2423
5105,1.19,Ideal,F,SI1,62.1,56,6.81,5937
5106,1.51,Premium,F,VS2,60.4,59,7.41,14247
5107,1.3,Ideal,D,SI1,61.8,56,6.93,9242
5108,0.32,Premium,G,SI1,59.6,60,4.43,477
5109,1.5,Very Good,E,SI2,63.5,60,7.19,6300
5110,0.53,Premium,E,SI1,62.1,58,5.11,1395
5111,0.36,Good,D,SI1,63.4,57,4.55,663
5112,1.09,Ideal,F,SI1,62,56,6.56,5665
5113,0.91,Very Good,E,SI1,62.3,59,6.18,4914
5114,1.01,Good,E,SI2,63.9,58,6.31,3546
5115,0.7,Very Good,H,SI2,63.8,59,5.6,1807
5116,0.31,Very Good,D,SI1,63.5,55,4.3,732
5117,0.7,Premium,G,SI1,59.1,59,5.77,2042
5118,1.25,Very Good,G,SI2,61.4,59,6.97,6399
5119,0.52,Ideal,D,SI1,60,56,5.19,1600
5120,0.32,Ideal,F,VVS2,60.8,58,4.39,837
5121,0.26,Very Good,F,VVS1,61.3,58,4.13,562
5122,1.24,Ideal,I,SI1,62.4,57,6.89,5976
5123,0.7,Ideal,F,SI1,61.8,58,5.7,2343
5124,1.16,Ideal,G,VS1,61.5,55,6.75,9248
5125,0.31,Ideal,H,VVS2,,57,4.32,625
5126,1.15,Ideal,I,SI1,62.3,57,6.74,4925
5127,1.35,Premium,I,SI1,62.1,58,7.07,6340
5128,0.71,Ideal,G,VVS2,61.5,57,5.74,3909
5129,0.38,Ideal,E,SI1,61.4,57,4.64,653
5130,0.31,Ideal,E,VS2,61.5,56,4.39,642
5131,1.29,Ideal,J,VS2,62.1,59,6.92,5771
5132,0.33,Ideal,I,VVS2,62.4,57,4.41,579
5133,0.35,Ideal,F,VVS2,62.1,56,4.56,956
5134,0.32,Ideal,H,VVS1,62,54,4.39,708
5135,0.72,Ideal,F,VS2,59.5,57,5.91,2863
5136,1.33,Very Good,I,SI1,62.6,56,6.97,6513
5137,0.9,Good,I,VS2,63.7,61,6.1,3246
5138,0.61,Ideal,E,VS1,61.7,55,5.45,2285
5139,0.51,Ideal,E,SI2,63,56,5.14,1170
5140,1.02,Very Good,F,VVS2,63.7,59,6.34,9728
5141,1.01,Ideal,I,VVS1,61.7,56,6.42,5478
5142,0.31,Good,G,VS1,63.3,57,4.28,583
5143,2,Very Good,G,SI2,64,58,7.86,14074
5144,1.28,Very Good,F,SI1,63,56,6.9,6566
5145,1.2,Very Good,E,SI1,61,58,6.83,6809
5146,1,Good,F,VVS2,60.7,62,6.36,8079
5147,1.31,Premium,J,VS2,62,59,7.04,6822
5148,0.4,Good,I,VVS1,63.3,57,4.67,842
5149,1.03,Very Good,F,SI2,63.1,57,6.42,3668
5150,0.32,Ideal,G,VVS2,62,56,4.41,708
5151,0.73,Premium,F,VS2,62.3,60,5.77,2683
5152,0.38,Premium,F,VVS1,59.2,58,4.8,1257
5153,1.26,Ideal,E,SI2,61,57,7.03,6477
5154,1.04,Premium,G,VVS1,58.2,60,6.71,6890
5155,0.34,Ideal,D,VS2,62,55,4.48,1033
5156,1.2,Ideal,I,SI1,61.8,56,6.8,5510
5157,1,Good,E,VS2,58.2,60,6.52,6958
5158,0.53,Ideal,G,VS1,61.8,55,5.17,1721
5159,1.53,Ideal,I,SI1,,57,7.33,8981
5160,0.91,Very Good,J,SI2,62,56,6.18,3181
5161,1.01,Good,F,VS2,65.2,57,6.19,5700
5162,0.96,Premium,I,SI2,,62,6.48,2454
5163,1.13,Premium,F,SI1,60.6,60,6.76,5581
5164,1,Very Good,G,VS2,63.3,60,6.37,5600
5165,0.91,Good,I,SI1,64.2,59,6.05,2700
5166,1.54,Good,H,VS1,,57,7.34,10769
5167,0.35,Ideal,I,IF,62.5,55,4.54,945
5168,0.9,Premium,D,SI1,62.7,58,6.15,4304
5169,0.7,Premium,H,VVS1,59.2,60,5.87,2840
5170,1.6,Fair,D,SI2,64.7,58,7.35,8666
5171,0.42,Ideal,G,VVS1,62.8,55,4.78,1245
5172,0.4,Ideal,G,VS2,61.2,57,4.73,807
5173,0.24,Ideal,H,IF,61.8,54,3.99,504
5174,0.54,Ideal,H,VS2,61.9,56,5.24,1359
5175,0.6,Good,G,VS1,60.1,61,5.44,1757
5176,0.9,Premium,F,I1,61.9,59,6.18,2316
5177,0.38,Premium,I,VS2,62.5,58,4.58,633
5178,0.75,Ideal,G,SI1,61.6,55,5.82,2902
5179,0.32,Ideal,F,VVS1,61.6,55,4.42,854
5180,0.66,Ideal,H,SI1,60.9,55,5.63,1780
5181,1.07,Ideal,G,VS2,61.1,59,6.62,6324
5182,0.71,Ideal,H,VS2,61.4,57,5.71,2522
5183,0.32,Ideal,D,VVS1,62.6,57,4.34,917
5184,0.5,Ideal,E,VVS2,61.1,57,5.13,2165
5185,0.64,Ideal,I,SI2,61.2,55,5.54,1257
5186,0.9,Very Good,F,VS2,63.2,59,6.08,4715
5187,1.3,Good,J,VS2,63.6,59,6.87,5175
5188,1.67,Premium,H,SI1,59.4,61,7.78,11248
5189,0.79,Good,J,VS2,57.6,59,6.13,2048
5190,1.52,Good,J,VS2,63.3,56,7.27,7370
5191,0.41,Very Good,F,SI1,63.6,57,4.72,680
5192,1.18,Premium,J,SI2,61.3,60,6.83,4274
5193,2.01,Ideal,E,SI2,62.2,57,8.04,17688
5194,1.22,Premium,I,VS1,60.6,61,6.94,6354
5195,1.19,Ideal,D,SI1,62,57,6.77,6857
5196,1.2,Premium,J,VS2,,59,6.84,4611
5197,0.24,Very Good,F,VVS1,59,58,4.07,552
5198,0.3,Ideal,F,IF,60.9,56,4.32,892
5199,0.56,Ideal,E,SI1,62.7,57,5.23,1580
5200,0.55,Premium,F,VS2,59.7,58,5.37,1698
5201,0.31,Very Good,G,VS1,63.2,56,4.32,802
5202,1.13,Ideal,D,VVS1,61.5,55,6.74,13968
5203,0.42,Ideal,D,VS1,61.1,57,4.81,1179
5204,1.51,Ideal,I,SI1,62.7,57,7.35,8400
5205,0.52,Premium,G,VVS2,61,58,5.15,1707
5206,1.09,Premium,F,VS1,61.3,60,6.67,7588
5207,0.72,Premium,I,VVS2,62,56,5.75,2074
5208,0.3,Ideal,D,VS1,62.2,57,4.26,718
5209,0.31,Premium,D,SI1,62,58,4.3,571
5210,1.05,Ideal,H,SI2,61.9,56,6.49,4504
5211,0.73,Ideal,E,VS2,61.5,56,5.79,3310
5212,1.22,Ideal,F,SI1,62.8,55,6.87,6456
5213,2,Good,D,SI2,64.1,57,7.91,17094
5214,0.93,Very Good,J,VS1,63,53,6.22,3651
5215,0.33,Ideal,G,SI2,,56,4.45,557
5216,0.56,Ideal,E,VS1,62.3,57,5.3,1791
5217,1.55,Premium,G,VS2,60.5,60,7.49,10499
5218,0.54,Very Good,E,SI1,59.6,62,5.31,1559
5219,1.16,Ideal,F,VS2,61.4,56,6.83,9432
5220,0.57,Premium,G,VS2,61.1,59,5.39,1571
5221,0.74,Good,E,SI1,62.8,61,5.74,2906
5222,1,Good,D,SI1,60.4,64,6.39,5096
5223,0.46,Very Good,E,VS2,58.9,59.4,5.05,1345
5224,0.9,Premium,I,VS1,61.2,61,6.2,3484
5225,1.1,Ideal,I,SI1,61.6,55,6.66,5199
5226,0.55,Very Good,G,VVS1,60.8,58,5.25,1838
5227,0.9,Ideal,H,SI2,62.1,55,6.17,4001
5228,0.32,Good,H,VS1,63.1,57,4.34,561
5229,1.75,Premium,I,VS1,60.6,60,7.8,12416
5230,0.3,Ideal,D,VS2,62.9,56,4.28,911
5231,0.5,Ideal,E,VVS2,62.4,54,5.11,2346
5232,0.3,Ideal,D,VS1,61.8,56,4.34,848
5233,0.34,Premium,I,VVS1,60.5,59,4.54,803
5234,1.06,Premium,E,VS1,59.1,58,6.66,6669
5235,0.34,Ideal,H,VVS2,60.9,55,4.52,652
5236,0.27,Very Good,H,VVS2,62.1,57,4.1,486
5237,0.53,Premium,D,VS2,61.5,58,5.24,1956
5238,1.02,Premium,E,VS2,61.9,62,6.47,6215
5239,0.59,Premium,H,VVS1,62,58,5.36,1883
5240,1.01,Very Good,H,VS1,63.5,56,6.32,4412
5241,1.07,Fair,E,SI2,62.2,66,6.57,4496
5242,0.39,Very Good,I,VS1,63.1,58,4.68,921
5243,2.11,Ideal,I,VS1,61.9,57,8.28,16723
5244,1.01,Ideal,F,VS2,60.9,57,6.48,6787
5245,0.36,Very Good,D,SI1,62.8,57,4.51,619
5246,0.34,Premium,F,SI2,61.7,61,4.48,574
5247,0.53,Very Good,E,VS2,63.5,59,5.17,1678
5248,0.44,Ideal,D,VS1,62.3,55,4.88,1294
5249,1.11,Ideal,I,SI2,61.6,54,6.66,4428
5250,0.76,Premium,F,SI1,62.7,58,5.83,2631
5251,1.21,Premium,J,VS2,59.9,59,6.92,4841
5252,0.59,Ideal,D,SI2,62.3,55,5.41,1572
5253,0.31,Very Good,H,VVS2,61.2,55,4.41,578
5254,0.69,Ideal,F,SI1,61.3,55,5.72,2459
5255,0.91,Very Good,G,SI2,63.2,61,6.27,3282
5256,1.18,Premium,F,VS1,60.7,55,6.87,9648
5257,0.9,Very Good,D,SI2,58.8,59,6.24,3643
5258,0.9,Very Good,G,SI1,62,58,6.14,3841
5259,0.38,Very Good,E,VVS2,61.8,56,4.66,1000
5260,0.34,Ideal,F,VS2,62.1,55,4.51,880
5261,0.43,Ideal,H,IF,62.2,55,4.87,1304
5262,0.42,Very Good,E,VVS2,59.4,60,4.88,1262
5263,1.5,Ideal,D,SI2,63,56,7.3,10122
5264,0.75,Premium,G,VVS2,62.5,56,5.84,3486
5265,0.35,Ideal,G,VS2,61.3,56,4.55,807
5266,0.43,Ideal,E,SI1,61.5,56,4.9,1016
5267,0.71,Premium,G,SI1,62.3,56,5.69,2283
5268,0.35,Very Good,G,IF,62.6,59,4.43,898
5269,0.79,Very Good,G,SI1,60.6,57,5.98,2793
5270,0.55,Very Good,F,VS1,60.7,60,5.29,1853
5271,1.01,Good,E,SI1,63.3,57,6.33,4692
5272,1.71,Ideal,I,VS2,60.5,56,7.71,11455
5273,1.01,Ideal,G,SI2,61.5,57,6.5,4299
5274,0.7,Premium,E,VS1,62.7,57,5.68,2818
5275,0.5,Premium,F,VVS2,62.7,56,5.08,1987
5276,1.24,Premium,J,VS2,61.8,57.6,6.84,5265
5277,0.51,Ideal,F,VVS1,60.9,57,5.16,2208
5278,0.3,Premium,F,IF,60.7,58,4.33,947
5279,1.19,Premium,I,SI2,61.6,56,6.87,4558
5280,0.46,Fair,F,SI1,64.9,58,4.81,1003
5281,1.06,Ideal,G,VS2,61.9,55,6.54,6728
5282,0.31,Ideal,D,VS1,60.5,57,4.39,752
5283,0.77,Very Good,I,VS2,60.2,59,5.89,2584
5284,0.32,Ideal,D,VVS2,62.1,54,4.4,858
5285,0.5,Very Good,D,SI1,62.8,58,5.02,1415
5286,1.01,Premium,F,SI2,62.4,58,6.41,4497
5287,1.5,Premium,D,SI2,59.9,62,7.4,10517
5288,0.51,Very Good,G,VS2,62.5,59,5.05,1438
5289,0.35,Premium,E,VS1,62.2,58,4.47,718
5290,0.33,Premium,I,VVS2,61.4,58,4.45,579
5291,1.03,Premium,G,SI1,58.4,58,6.66,5249
5292,1.03,Premium,D,SI2,62.3,58,6.5,3675
5293,1.22,Premium,I,SI1,62.2,57,6.87,5466
5294,0.72,Ideal,I,VS2,61.8,55,5.75,2650
5295,0.55,Ideal,F,VS1,62.3,53,5.28,1754
5296,1,Premium,F,SI1,59.7,60,6.51,4939
5297,0.51,Ideal,E,VS2,61.9,55,5.1,1675
5298,1.01,Ideal,H,SI2,62.4,57,6.36,4693
5299,0.91,Premium,H,VVS1,62.5,59,6.16,5032
5300,0.3,Ideal,G,VVS2,62.2,55,4.33,878
5301,0.52,Ideal,E,IF,61.1,57,5.17,3033
5302,0.74,Premium,G,SI2,63,56,5.77,2398
5303,0.83,Very Good,F,SI1,63,55,5.95,3207
5304,1.51,Ideal,G,VS1,61.7,54,7.36,13818
5305,1.67,Ideal,H,VS1,61.8,55.9,7.57,13887
5306,1.05,Ideal,H,SI1,61.9,57,6.54,5342
5307,0.41,Ideal,D,SI1,61.6,55,4.78,791
5308,0.71,Fair,G,SI2,64.4,58,5.59,2300
5309,1.03,Ideal,G,SI2,61.8,55,6.5,4873
5310,0.51,Ideal,E,VVS2,62.5,57,5.06,2301
5311,0.55,Ideal,G,VS2,62.4,56,5.25,1556
5312,0.52,Ideal,D,SI1,63,57,5.14,1605
5313,0.43,Ideal,E,VVS2,61.7,55,4.86,1426
5314,2.01,Very Good,I,VS1,62.8,59,8.02,17877
5315,0.33,Ideal,E,VS2,61.9,56,4.4,723
5316,1.35,Very Good,G,VS2,62.8,59,7.01,9302
5317,0.71,Premium,E,SI1,59.1,60,5.87,2441
5318,0.31,Ideal,D,VS1,62.1,57,4.32,683
5319,0.4,Very Good,D,VVS2,61.4,58.3,4.73,1359
5320,0.31,Premium,H,IF,60.8,59,4.39,949
5321,0.3,Ideal,I,VS1,61,56,4.37,608
5322,1.2,Premium,F,SI2,62.7,60,6.73,4274
5323,1.7,Ideal,F,VS2,61.3,54,7.72,17662
5324,2.42,Premium,J,VS2,61.3,59,8.61,17168
5325,0.9,Ideal,I,VVS2,61.9,55,6.21,4011
5326,0.41,Premium,D,VS2,61.8,58,4.76,846
5327,0.71,Very Good,G,SI1,58.2,57,5.89,2039
5328,1.12,Ideal,G,VS2,61,57,6.69,7634
5329,1.02,Very Good,D,SI2,62.7,59,6.36,4712
5330,0.71,Ideal,E,SI1,61.5,57,5.78,2329
5331,0.3,Ideal,J,VS1,62.2,57,4.27,411
5332,1.2,Fair,H,SI2,64.8,60,6.55,4916
5333,0.38,Ideal,F,VS1,62.4,54,4.64,933
5334,0.75,Ideal,G,VVS2,62.2,56,5.78,3879
5335,0.32,Ideal,G,VVS2,61.2,56,4.42,936
5336,0.51,Ideal,D,SI1,61.8,55,5.14,1569
5337,0.55,Ideal,F,VS1,61.8,55,5.28,2119
5338,1.21,Ideal,G,VS1,61.3,57,6.82,10685
5339,0.3,Premium,E,VS1,60.2,57,4.37,814
5340,1.07,Ideal,H,SI2,62.4,55,6.56,4840
5341,0.32,Ideal,E,SI1,61.9,56,4.43,720
5342,0.9,Premium,G,VS2,60.8,56,6.19,4137
5343,0.79,Ideal,F,SI1,61.3,56,5.96,3163
5344,1.2,Ideal,E,SI2,61.3,56,6.8,5268
5345,1.52,Good,E,VS1,63.9,56,7.21,15649
5346,0.33,Ideal,I,SI1,61.5,57,4.46,445
5347,0.32,Ideal,F,IF,61.3,57,4.42,943
5348,0.3,Premium,D,VS2,62.8,59,4.28,911
5349,1,Ideal,I,SI2,58.8,55,6.53,3629
5350,0.31,Very Good,E,VVS1,60,56,4.45,1039
5351,0.93,Premium,G,VS2,62.2,59,6.26,4750
5352,0.71,Premium,E,SI1,61.4,58,5.77,2817
5353,1.54,Ideal,J,VVS2,62.8,58,7.32,9171
5354,0.9,Very Good,G,SI2,60.9,56,6.18,3581
5355,0.3,Ideal,D,VVS2,61.7,57,4.3,1041
5356,0.72,Premium,D,SI1,62.7,59,5.73,2782
5357,0.9,Good,D,SI2,63.8,58,6.13,3740
5358,1.13,Premium,I,SI1,61.5,60,6.72,4854
5359,0.66,Ideal,J,VS2,62.1,55,5.6,1316
5360,0.9,Very Good,I,VS2,63.4,56,6.09,3489
5361,0.31,Good,D,SI1,63.8,57,4.29,533
5362,0.51,Ideal,E,SI1,62.8,55,5.12,1546
5363,0.95,Premium,E,SI2,60.7,59,6.3,4142
5364,0.43,Good,F,VS1,63.4,57,4.76,943
5365,0.36,Very Good,G,SI1,62,59,4.53,537
5366,1.51,Premium,F,VS2,62.2,60,7.25,13474
5367,0.6,Premium,D,SI1,60.4,60,5.44,1896
5368,0.75,Very Good,G,SI1,,55,5.81,2617
5369,0.38,Premium,F,VS1,60.9,58,4.71,998
5370,1.25,Very Good,E,VS1,61.5,59,6.91,10285
5371,0.5,Premium,G,VS1,60.9,59,5.14,1583
5372,0.33,Premium,F,VS2,62.1,59,4.44,854
5373,0.72,Ideal,G,SI2,61.6,54,5.78,2170
5374,2.05,Premium,J,VS2,62.3,60,8.09,13543
5375,0.67,Good,F,VS1,62.3,62,5.5,2293
5376,1.08,Premium,F,SI2,62.7,58,6.53,3992
5377,0.9,Very Good,D,SI1,61.1,63,6.21,3997
5378,0.9,Ideal,H,VS1,60.9,57,6.2,4201
5379,1.51,Premium,H,SI2,62.1,58,7.34,7340
5380,1.72,Ideal,H,SI1,62.2,57,7.65,7840
5381,1.02,Premium,G,VS2,61.5,59,6.44,6416
5382,0.51,Ideal,G,VS1,61.7,56,5.1,1668
5383,0.3,Ideal,E,VVS2,62.3,56,4.3,766
5384,1,Good,E,SI1,59.3,61,6.42,4916
5385,0.3,Very Good,H,SI1,63.1,56,4.29,554
5386,1.61,Ideal,F,SI1,62.6,58,7.44,12085
5387,0.72,Ideal,I,VS1,62.5,55,5.74,2586
5388,0.32,Good,I,SI2,63.4,56,4.34,374
5389,0.4,Premium,E,SI1,60.1,59,4.76,737
5390,0.33,Ideal,F,VS2,61.3,56,4.47,854
5391,0.33,Very Good,H,VS1,59.7,59,4.52,579
5392,0.43,Ideal,G,IF,62.5,54,4.83,1318
5393,0.35,Ideal,I,IF,62.7,55,4.51,778
5394,1.02,Ideal,G,SI1,62.4,55,6.43,5016
5395,0.6,Premium,H,SI1,60.1,61,5.43,1219
5396,0.57,Very Good,E,VS1,59.1,57,5.43,2008
5397,1.01,Premium,G,SI2,60.5,58,6.55,4327
5398,0.51,Very Good,E,SI1,61.2,61,5.13,1304
5399,0.5,Ideal,E,VS2,62.2,54,5.08,1624
5400,0.84,Very Good,F,SI2,62.8,57,5.99,2656
5401,2.01,Ideal,G,VS2,61.4,54,8.16,18607
5402,1,Ideal,F,VS2,61.7,58,6.37,6424
5403,2.74,Fair,J,I1,64.9,61,8.76,8807
5404,1.02,Ideal,E,VVS1,61.4,57,6.39,11028
5405,0.29,Premium,I,VS2,62.4,58,4.23,429
5406,1.01,Very Good,H,SI1,62.6,61,6.36,4622
5407,0.39,Good,F,VVS2,57.7,61,4.91,1058
5408,1.35,Ideal,G,I1,62.5,57,7.04,4643
5409,1,Good,J,VS2,64.3,59,6.27,3580
5410,1,Ideal,E,SI1,62.3,55,6.41,5396
5411,0.53,Ideal,D,SI1,62,57,5.23,1683
5412,1,Ideal,F,VS2,62,55,6.43,5844
5413,0.34,Premium,E,VS2,62.8,58,4.45,956
5414,0.28,Very Good,E,VVS2,60.2,58,4.24,604
5415,0.57,Ideal,G,VVS2,60.5,56,5.36,1976
5416,0.53,Ideal,G,VVS2,62.6,56,5.16,1818
5417,0.42,Ideal,D,SI1,61.9,57,4.82,1040
5418,1.5,Premium,G,SI1,62.3,60,7.27,7535
5419,1.28,Ideal,G,VS1,62.1,57,6.91,10126
5420,1.19,Premium,I,SI2,60.1,59,6.9,4498
5421,0.3,Ideal,G,IF,60.9,57,4.35,863
5422,0.7,Very Good,E,SI1,59.1,63,5.89,2184
5423,1.5,Good,E,SI1,64.2,55,7.17,12754
5424,1.29,Premium,H,VS2,62.4,57,6.98,6987
5425,2.11,Ideal,J,VS1,61.8,56.2,8.2,15766
5426,1.56,Ideal,F,VS1,61.7,56,7.48,17455
5427,0.4,Very Good,G,SI1,62.6,55.3,4.69,795
5428,0.51,Premium,D,SI1,60.1,60,5.14,1569
5429,1.51,Good,D,SI2,61.7,65,7.38,7519
5430,0.27,Ideal,G,IF,61.6,57,4.18,566
5431,2.2,Premium,I,VS2,58.9,60,8.63,17905
5432,0.39,Ideal,F,VVS2,61.2,56,4.7,987
5433,0.34,Ideal,I,VS1,62,56,4.5,555
5434,0.54,Premium,E,SI1,60.2,58,5.27,1361
5435,0.55,Ideal,I,VS1,62.5,57,5.19,1297
5436,0.42,Premium,F,VVS2,59.6,59,4.83,1142
5437,1.15,Premium,H,SI2,62,58,6.7,4830
5438,0.38,Premium,H,VS2,61.8,58,4.63,700
5439,0.71,Very Good,J,VS2,59,61,5.81,1922
